sample_index,event,episode_time_seconds,current_stop_id,target_stop_id,x,y,z,cumulative_distance_meters,speed_mps,blocked,block_reason
55,stop_arrival,1039.162,2,2,-157.334,0.503,-104.356,15587.44,0,0,
56,sample,1039.162,2,2,-157.334,0.503,-104.356,15587.44,0,0,
57,matrix_arrival,1101.296,2,1,-31.947,0.503,-203.384,16519.44,0,0,
58,stop_arrival,1101.296,1,1,-31.947,0.503,-203.384,16519.44,0,0,
59,sample,1101.296,1,1,-31.947,0.503,-203.384,16519.44,0,0,
60,matrix_arrival,1158.533,1,7,157.243,0.503,142.751,17378,0,0,
61,stop_arrival,1158.533,7,7,157.243,0.503,142.751,17378,0,0,
62,sample,1158.533,7,7,157.243,0.503,142.751,17378,0,0,
63,matrix_arrival,1224.088,7,5,84.56,0.503,622.278,18361.32,0,0,
64,stop_arrival,1224.088,5,5,84.56,0.503,622.278,18361.32,0,0,
65,sample,1224.088,5,5,84.56,0.503,622.278,18361.32,0,0,
66,matrix_arrival,1279.6,5,1,-31.947,0.503,-203.384,19193.99,0,0,
67,stop_arrival,1279.6,1,1,-31.947,0.503,-203.384,19193.99,0,0,
68,sample,1279.6,1,1,-31.947,0.503,-203.384,19193.99,0,0,
69,matrix_arrival,1357.361,1,6,157.267,0.503,509.377,20360.42,0,0,
70,stop_arrival,1357.361,6,6,157.267,0.503,509.377,20360.42,0,0,
71,sample,1357.361,6,6,157.267,0.503,509.377,20360.42,0,0,
72,matrix_arrival,1401.295,6,1,-31.947,0.503,-203.384,21019.43,0,0,
73,stop_arrival,1401.295,1,1,-31.947,0.503,-203.384,21019.43,0,0,
74,sample,1401.295,1,1,-31.947,0.503,-203.384,21019.43,0,0,
75,matrix_arrival,1476.123,1,8,157.326,0.503,-120.454,22141.85,0,0,
76,stop_arrival,1476.123,8,8,157.326,0.503,-120.454,22141.85,0,0,
77,sample,1476.123,8,8,157.326,0.503,-120.454,22141.85,0,0,
78,matrix_arrival,1553.791,8,5,84.56,0.503,622.278,23306.87,0,0,
79,stop_arrival,1553.791,5,5,84.56,0.503,622.278,23306.87,0,0,
80,sample,1553.791,5,5,84.56,0.503,622.278,23306.87,0,0,
81,matrix_arrival,1597.074,5,4,-157.512,0.503,480.008,23956.11,0,0,
82,stop_arrival,1597.074,4,4,-157.512,0.503,480.008,23956.11,0,0,
83,sample,1597.074,4,4,-157.512,0.503,480.008,23956.11,0,0,
84,matrix_arrival,1683.226,4,5,84.56,0.503,622.278,25248.39,0,0,
85,stop_arrival,1683.226,5,5,84.56,0.503,622.278,25248.39,0,0,
86,sample,1683.226,5,5,84.56,0.503,622.278,25248.39,0,0,
87,matrix_arrival,1738.737,5,1,-31.947,0.503,-203.384,26081.06,0,0,
88,stop_arrival,1738.737,1,1,-31.947,0.503,-203.384,26081.06,0,0,
89,sample,1738.737,1,1,-31.947,0.503,-203.384,26081.06,0,0,
90,matrix_arrival,1757.118,1,3,-157.381,0.503,126.579,26356.78,0,0,
91,stop_arrival,1757.118,3,3,-157.381,0.503,126.579,26356.78,0,0,
92,sample,1757.118,3,3,-157.381,0.503,126.579,26356.78,0,0,
93,matrix_arrival,1804.939,3,5,84.56,0.503,622.278,27074.09,0,0,
94,stop_arrival,1804.939,5,5,84.56,0.503,622.278,27074.09,0,0,
95,sample,1804.939,5,5,84.56,0.503,622.278,27074.09,0,0,
96,matrix_arrival,1860.451,5,1,-31.947,0.503,-203.384,27906.76,0,0,
97,stop_arrival,1860.451,1,1,-31.947,0.503,-203.384,27906.76,0,0,
98,sample,1860.451,1,1,-31.947,0.503,-203.384,27906.76,0,0,
99,matrix_arrival,1926.653,1,5,84.56,0.503,622.278,28899.79,0,0,
100,stop_arrival,1926.653,5,5,84.56,0.503,622.278,28899.79,0,0,
101,sample,1926.653,5,5,84.56,0.503,622.278,28899.79,0,0,
102,matrix_arrival,2011.869,5,2,-157.334,0.503,-104.356,30178.03,0,0,
103,stop_arrival,2011.869,2,2,-157.334,0.503,-104.356,30178.03,0,0,
104,sample,2011.869,2,2,-157.334,0.503,-104.356,30178.03,0,0,
105,matrix_arrival,2050.903,2,4,-157.512,0.503,480.008,30763.55,0,0,
106,stop_arrival,2050.903,4,4,-157.512,0.503,480.008,30763.55,0,0,
107,sample,2050.903,4,4,-157.512,0.503,480.008,30763.55,0,0,
108,matrix_arrival,2128.903,4,3,-157.381,0.503,126.579,31933.54,0,0,
109,stop_arrival,2128.903,3,3,-157.381,0.503,126.579,31933.54,0,0,
110,sample,2128.903,3,3,-157.381,0.503,126.579,31933.54,0,0,
111,matrix_arrival,2176.724,3,5,84.56,0.503,622.278,32650.86,0,0,
112,stop_arrival,2176.724,5,5,84.56,0.503,622.278,32650.86,0,0,
113,sample,2176.724,5,5,84.56,0.503,622.278,32650.86,0,0,
114,matrix_arrival,2250.535,5,3,-157.381,0.503,126.579,33758.03,0,0,
115,stop_arrival,2250.535,3,3,-157.381,0.503,126.579,33758.03,0,0,
116,sample,2250.535,3,3,-157.381,0.503,126.579,33758.03,0,0,
117,matrix_arrival,2308.807,3,1,-31.947,0.503,-203.384,34632.11,0,0,
118,stop_arrival,2308.807,1,1,-31.947,0.503,-203.384,34632.11,0,0,
119,sample,2308.807,1,1,-31.947,0.503,-203.384,34632.11,0,0,
120,matrix_arrival,2327.188,1,3,-157.381,0.503,126.579,34907.82,0,0,
121,stop_arrival,2327.188,3,3,-157.381,0.503,126.579,34907.82,0,0,
122,sample,2327.188,3,3,-157.381,0.503,126.579,34907.82,0,0,
123,matrix_arrival,2366.044,3,7,157.243,0.503,142.751,35490.67,0,0,
124,stop_arrival,2366.044,7,7,157.243,0.503,142.751,35490.67,0,0,
125,sample,2366.044,7,7,157.243,0.503,142.751,35490.67,0,0,
126,matrix_arrival,2415.211,7,2,-157.334,0.503,-104.356,36228.16,0,0,
127,stop_arrival,2415.211,2,2,-157.334,0.503,-104.356,36228.16,0,0,
128,sample,2415.211,2,2,-157.334,0.503,-104.356,36228.16,0,0,
129,matrix_arrival,2449.962,2,8,157.326,0.503,-120.454,36749.43,0,0,
130,stop_arrival,2449.962,8,8,157.326,0.503,-120.454,36749.43,0,0,
131,sample,2449.962,8,8,157.326,0.503,-120.454,36749.43,0,0,
132,matrix_arrival,2529.596,8,1,-31.947,0.503,-203.384,37943.94,0,0,
133,stop_arrival,2529.596,1,1,-31.947,0.503,-203.384,37943.94,0,0,
134,sample,2529.596,1,1,-31.947,0.503,-203.384,37943.94,0,0,
135,matrix_arrival,2610.325,1,2,-157.334,0.503,-104.356,39154.88,0,0,
136,stop_arrival,2610.325,2,2,-157.334,0.503,-104.356,39154.88,0,0,
137,sample,2610.325,2,2,-157.334,0.503,-104.356,39154.88,0,0,
138,matrix_arrival,2625.73,2,3,-157.381,0.503,126.579,39385.96,0,0,
139,stop_arrival,2625.73,3,3,-157.381,0.503,126.579,39385.96,0,0,
140,sample,2625.73,3,3,-157.381,0.503,126.579,39385.96,0,0,
141,matrix_arrival,2649.359,3,4,-157.512,0.503,480.008,39740.39,0,0,
142,stop_arrival,2649.359,4,4,-157.512,0.503,480.008,39740.39,0,0,
143,sample,2649.359,4,4,-157.512,0.503,480.008,39740.39,0,0,
144,matrix_arrival,2747.089,4,6,157.267,0.503,509.377,41206.34,0,0,
145,stop_arrival,2747.089,6,6,157.267,0.503,509.377,41206.34,0,0,
146,sample,2747.089,6,6,157.267,0.503,509.377,41206.34,0,0,
147,matrix_arrival,2791.022,6,1,-31.947,0.503,-203.384,41865.34,0,0,
148,stop_arrival,2791.022,1,1,-31.947,0.503,-203.384,41865.34,0,0,
149,sample,2791.022,1,1,-31.947,0.503,-203.384,41865.34,0,0,
150,matrix_arrival,2833.033,1,4,-157.512,0.503,480.008,42495.5,0,0,
151,stop_arrival,2833.033,4,4,-157.512,0.503,480.008,42495.5,0,0,
152,sample,2833.033,4,4,-157.512,0.503,480.008,42495.5,0,0,
153,matrix_arrival,2919.185,4,5,84.56,0.503,622.278,43787.78,0,0,
154,stop_arrival,2919.185,5,5,84.56,0.503,622.278,43787.78,0,0,
155,sample,2919.185,5,5,84.56,0.503,622.278,43787.78,0,0,
156,matrix_arrival,2992.996,5,3,-157.381,0.503,126.579,44894.96,0,0,
157,stop_arrival,2992.996,3,3,-157.381,0.503,126.579,44894.96,0,0,
158,sample,2992.996,3,3,-157.381,0.503,126.579,44894.96,0,0,
159,matrix_arrival,3051.268,3,1,-31.947,0.503,-203.384,45769.03,0,0,
160,stop_arrival,3051.268,1,1,-31.947,0.503,-203.384,45769.03,0,0,
161,sample,3051.268,1,1,-31.947,0.503,-203.384,45769.03,0,0,
162,matrix_arrival,3131.997,1,2,-157.334,0.503,-104.356,46979.97,0,0,
163,stop_arrival,3131.997,2,2,-157.334,0.503,-104.356,46979.97,0,0,
164,sample,3131.997,2,2,-157.334,0.503,-104.356,46979.97,0,0,
165,matrix_arrival,3147.402,2,3,-157.381,0.503,126.579,47211.05,0,0,
166,stop_arrival,3147.402,3,3,-157.381,0.503,126.579,47211.05,0,0,
167,sample,3147.402,3,3,-157.381,0.503,126.579,47211.05,0,0,
168,matrix_arrival,3195.223,3,5,84.56,0.503,622.278,47928.36,0,0,
169,stop_arrival,3195.223,5,5,84.56,0.503,622.278,47928.36,0,0,
170,sample,3195.223,5,5,84.56,0.503,622.278,47928.36,0,0,
171,matrix_arrival,3231.319,5,7,157.243,0.503,142.751,48469.8,0,0,
172,stop_arrival,3231.319,7,7,157.243,0.503,142.751,48469.8,0,0,
173,sample,3231.319,7,7,157.243,0.503,142.751,48469.8,0,0,
174,matrix_arrival,3296.874,7,5,84.56,0.503,622.278,49453.13,0,0,
175,stop_arrival,3296.874,5,5,84.56,0.503,622.278,49453.13,0,0,
176,sample,3296.874,5,5,84.56,0.503,622.278,49453.13,0,0,
177,matrix_arrival,3332.97,5,7,157.243,0.503,142.751,49994.57,0,0,
178,stop_arrival,3332.97,7,7,157.243,0.503,142.751,49994.57,0,0,
179,sample,3332.97,7,7,157.243,0.503,142.751,49994.57,0,0,
180,matrix_arrival,3352.385,7,1,-31.947,0.503,-203.384,50285.8,0,0,
181,stop_arrival,3352.385,1,1,-31.947,0.503,-203.384,50285.8,0,0,
182,sample,3352.385,1,1,-31.947,0.503,-203.384,50285.8,0,0,
183,matrix_arrival,3418.587,1,5,84.56,0.503,622.278,51278.83,0,0,
184,stop_arrival,3418.587,5,5,84.56,0.503,622.278,51278.83,0,0,
185,sample,3418.587,5,5,84.56,0.503,622.278,51278.83,0,0,
186,matrix_arrival,3503.803,5,2,-157.334,0.503,-104.356,52557.07,0,0,
187,stop_arrival,3503.803,2,2,-157.334,0.503,-104.356,52557.07,0,0,
188,sample,3503.803,2,2,-157.334,0.503,-104.356,52557.07,0,0,
189,matrix_arrival,3542.838,2,4,-157.512,0.503,480.008,53142.59,0,0,
190,stop_arrival,3542.838,4,4,-157.512,0.503,480.008,53142.59,0,0,
191,sample,3542.838,4,4,-157.512,0.503,480.008,53142.59,0,0,
192,matrix_arrival,3622.917,4,1,-31.947,0.503,-203.384,54343.78,0,0,
193,stop_arrival,3622.917,1,1,-31.947,0.503,-203.384,54343.78,0,0,
194,sample,3622.917,1,1,-31.947,0.503,-203.384,54343.78,0,0,
195,matrix_arrival,3641.298,1,3,-157.381,0.503,126.579,54619.5,0,0,
196,stop_arrival,3641.298,3,3,-157.381,0.503,126.579,54619.5,0,0,
197,sample,3641.298,3,3,-157.381,0.503,126.579,54619.5,0,0,
198,matrix_arrival,3699.57,3,1,-31.947,0.503,-203.384,55493.57,0,0,
199,stop_arrival,3699.57,1,1,-31.947,0.503,-203.384,55493.57,0,0,
200,sample,3699.57,1,1,-31.947,0.503,-203.384,55493.57,0,0,
201,matrix_arrival,3756.807,1,7,157.243,0.503,142.751,56352.13,0,0,
202,stop_arrival,3756.807,7,7,157.243,0.503,142.751,56352.13,0,0,
203,sample,3756.807,7,7,157.243,0.503,142.751,56352.13,0,0,
204,matrix_arrival,3805.974,7,2,-157.334,0.503,-104.356,57089.63,0,0,
205,stop_arrival,3805.974,2,2,-157.334,0.503,-104.356,57089.63,0,0,
206,sample,3805.974,2,2,-157.334,0.503,-104.356,57089.63,0,0,
207,matrix_arrival,3821.379,2,3,-157.381,0.503,126.579,57320.71,0,0,
208,stop_arrival,3821.379,3,3,-157.381,0.503,126.579,57320.71,0,0,
209,sample,3821.379,3,3,-157.381,0.503,126.579,57320.71,0,0,
210,matrix_arrival,3879.651,3,1,-31.947,0.503,-203.384,58194.78,0,0,
211,stop_arrival,3879.651,1,1,-31.947,0.503,-203.384,58194.78,0,0,
212,sample,3879.651,1,1,-31.947,0.503,-203.384,58194.78,0,0,
213,matrix_arrival,3898.032,1,3,-157.381,0.503,126.579,58470.5,0,0,
214,stop_arrival,3898.032,3,3,-157.381,0.503,126.579,58470.5,0,0,
215,sample,3898.032,3,3,-157.381,0.503,126.579,58470.5,0,0,
216,matrix_arrival,3956.303,3,1,-31.947,0.503,-203.384,59344.57,0,0,
217,stop_arrival,3956.303,1,1,-31.947,0.503,-203.384,59344.57,0,0,
218,sample,3956.303,1,1,-31.947,0.503,-203.384,59344.57,0,0,
219,matrix_arrival,3974.684,1,3,-157.381,0.503,126.579,59620.29,0,0,
220,stop_arrival,3974.684,3,3,-157.381,0.503,126.579,59620.29,0,0,
221,sample,3974.684,3,3,-157.381,0.503,126.579,59620.29,0,0,
222,matrix_arrival,4032.956,3,1,-31.947,0.503,-203.384,60494.36,0,0,
223,stop_arrival,4032.956,1,1,-31.947,0.503,-203.384,60494.36,0,0,
224,sample,4032.956,1,1,-31.947,0.503,-203.384,60494.36,0,0,
225,matrix_arrival,4099.158,1,5,84.56,0.503,622.278,61487.39,0,0,
226,stop_arrival,4099.158,5,5,84.56,0.503,622.278,61487.39,0,0,
227,sample,4099.158,5,5,84.56,0.503,622.278,61487.39,0,0,
228,matrix_arrival,4172.969,5,3,-157.381,0.503,126.579,62594.57,0,0,
229,stop_arrival,4172.969,3,3,-157.381,0.503,126.579,62594.57,0,0,
230,sample,4172.969,3,3,-157.381,0.503,126.579,62594.57,0,0,
231,matrix_arrival,4220.79,3,5,84.56,0.503,622.278,63311.88,0,0,
232,stop_arrival,4220.79,5,5,84.56,0.503,622.278,63311.88,0,0,
233,sample,4220.79,5,5,84.56,0.503,622.278,63311.88,0,0,
234,matrix_arrival,4274.434,5,8,157.326,0.503,-120.454,64116.53,0,0,
235,stop_arrival,4274.434,8,8,157.326,0.503,-120.454,64116.53,0,0,
236,sample,4274.434,8,8,157.326,0.503,-120.454,64116.53,0,0,
237,matrix_arrival,4354.067,8,1,-31.947,0.503,-203.384,65311.04,0,0,
238,stop_arrival,4354.067,1,1,-31.947,0.503,-203.384,65311.04,0,0,
239,sample,4354.067,1,1,-31.947,0.503,-203.384,65311.04,0,0,
240,matrix_arrival,4411.305,1,7,157.243,0.503,142.751,66169.61,0,0,
241,stop_arrival,4411.305,7,7,157.243,0.503,142.751,66169.61,0,0,
242,sample,4411.305,7,7,157.243,0.503,142.751,66169.61,0,0,
243,matrix_arrival,4449.02,7,3,-157.381,0.503,126.579,66735.34,0,0,
244,stop_arrival,4449.02,3,3,-157.381,0.503,126.579,66735.34,0,0,
245,sample,4449.02,3,3,-157.381,0.503,126.579,66735.34,0,0,
246,matrix_arrival,4496.841,3,5,84.56,0.503,622.278,67452.66,0,0,
247,stop_arrival,4496.841,5,5,84.56,0.503,622.278,67452.66,0,0,
248,sample,4496.841,5,5,84.56,0.503,622.278,67452.66,0,0,
249,matrix_arrival,4570.652,5,3,-157.381,0.503,126.579,68559.83,0,0,
250,stop_arrival,4570.652,3,3,-157.381,0.503,126.579,68559.83,0,0,
251,sample,4570.652,3,3,-157.381,0.503,126.579,68559.83,0,0,
252,matrix_arrival,4628.924,3,1,-31.947,0.503,-203.384,69433.9,0,0,
253,stop_arrival,4628.924,1,1,-31.947,0.503,-203.384,69433.9,0,0,
254,sample,4628.924,1,1,-31.947,0.503,-203.384,69433.9,0,0,
255,matrix_arrival,4709.653,1,2,-157.334,0.503,-104.356,70644.84,0,0,
256,stop_arrival,4709.653,2,2,-157.334,0.503,-104.356,70644.84,0,0,
257,sample,4709.653,2,2,-157.334,0.503,-104.356,70644.84,0,0,
258,matrix_arrival,4763.915,2,7,157.243,0.503,142.751,71458.76,0,0,
259,stop_arrival,4763.915,7,7,157.243,0.503,142.751,71458.76,0,0,
260,sample,4763.915,7,7,157.243,0.503,142.751,71458.76,0,0,
261,matrix_arrival,4813.081,7,2,-157.334,0.503,-104.356,72196.26,0,0,
262,stop_arrival,4813.081,2,2,-157.334,0.503,-104.356,72196.26,0,0,
263,sample,4813.081,2,2,-157.334,0.503,-104.356,72196.26,0,0,
264,matrix_arrival,4875.214,2,1,-31.947,0.503,-203.384,73128.26,0,0,
265,stop_arrival,4875.214,1,1,-31.947,0.503,-203.384,73128.26,0,0,
266,sample,4875.214,1,1,-31.947,0.503,-203.384,73128.26,0,0,
267,matrix_arrival,4932.452,1,7,157.243,0.503,142.751,73986.82,0,0,
268,stop_arrival,4932.452,7,7,157.243,0.503,142.751,73986.82,0,0,
269,sample,4932.452,7,7,157.243,0.503,142.751,73986.82,0,0,
270,matrix_arrival,4998.007,7,5,84.56,0.503,622.278,74970.15,0,0,
271,stop_arrival,4998.007,5,5,84.56,0.503,622.278,74970.15,0,0,
272,sample,4998.007,5,5,84.56,0.503,622.278,74970.15,0,0,
273,matrix_arrival,5051.65,5,8,157.326,0.503,-120.454,75774.8,0,0,
274,stop_arrival,5051.65,8,8,157.326,0.503,-120.454,75774.8,0,0,
275,sample,5051.65,8,8,157.326,0.503,-120.454,75774.8,0,0,
276,matrix_arrival,5111.869,8,7,157.243,0.503,142.751,76678.09,0,0,
277,stop_arrival,5111.869,7,7,157.243,0.503,142.751,76678.09,0,0,
278,sample,5111.869,7,7,157.243,0.503,142.751,76678.09,0,0,
279,matrix_arrival,5149.584,7,3,-157.381,0.503,126.579,77243.82,0,0,
280,stop_arrival,5149.584,3,3,-157.381,0.503,126.579,77243.82,0,0,
281,sample,5149.584,3,3,-157.381,0.503,126.579,77243.82,0,0,
282,matrix_arrival,5207.856,3,1,-31.947,0.503,-203.384,78117.89,0,0,
283,stop_arrival,5207.856,1,1,-31.947,0.503,-203.384,78117.89,0,0,
284,sample,5207.856,1,1,-31.947,0.503,-203.384,78117.89,0,0,
285,matrix_arrival,5226.237,1,3,-157.381,0.503,126.579,78393.61,0,0,
286,stop_arrival,5226.237,3,3,-157.381,0.503,126.579,78393.61,0,0,
287,sample,5226.237,3,3,-157.381,0.503,126.579,78393.61,0,0,
288,matrix_arrival,5284.508,3,1,-31.947,0.503,-203.384,79267.68,0,0,
289,stop_arrival,5284.508,1,1,-31.947,0.503,-203.384,79267.68,0,0,
290,sample,5284.508,1,1,-31.947,0.503,-203.384,79267.68,0,0,
291,matrix_arrival,5350.71,1,5,84.56,0.503,622.278,80260.71,0,0,
292,stop_arrival,5350.71,5,5,84.56,0.503,622.278,80260.71,0,0,
293,sample,5350.71,5,5,84.56,0.503,622.278,80260.71,0,0,
294,matrix_arrival,5424.522,5,3,-157.381,0.503,126.579,81367.88,0,0,
295,stop_arrival,5424.522,3,3,-157.381,0.503,126.579,81367.88,0,0,
296,sample,5424.522,3,3,-157.381,0.503,126.579,81367.88,0,0,
297,matrix_arrival,5448.151,3,4,-157.512,0.503,480.008,81722.32,0,0,
298,stop_arrival,5448.151,4,4,-157.512,0.503,480.008,81722.32,0,0,
299,sample,5448.151,4,4,-157.512,0.503,480.008,81722.32,0,0,
300,matrix_arrival,5526.151,4,3,-157.381,0.503,126.579,82892.31,0,0,
301,stop_arrival,5526.151,3,3,-157.381,0.503,126.579,82892.31,0,0,
302,sample,5526.151,3,3,-157.381,0.503,126.579,82892.31,0,0,
303,matrix_arrival,5565.007,3,7,157.243,0.503,142.751,83475.16,0,0,
304,stop_arrival,5565.007,7,7,157.243,0.503,142.751,83475.16,0,0,
305,sample,5565.007,7,7,157.243,0.503,142.751,83475.16,0,0,
306,matrix_arrival,5630.563,7,5,84.56,0.503,622.278,84458.48,0,0,
307,stop_arrival,5630.563,5,5,84.56,0.503,622.278,84458.48,0,0,
308,sample,5630.563,5,5,84.56,0.503,622.278,84458.48,0,0,
309,matrix_arrival,5686.074,5,1,-31.947,0.503,-203.384,85291.16,0,0,
310,stop_arrival,5686.074,1,1,-31.947,0.503,-203.384,85291.16,0,0,
311,sample,5686.074,1,1,-31.947,0.503,-203.384,85291.16,0,0,
312,matrix_arrival,5704.455,1,3,-157.381,0.503,126.579,85566.88,0,0,
313,stop_arrival,5704.455,3,3,-157.381,0.503,126.579,85566.88,0,0,
314,sample,5704.455,3,3,-157.381,0.503,126.579,85566.88,0,0,
315,matrix_arrival,5766.803,3,2,-157.334,0.503,-104.356,86502.09,0,0,
316,stop_arrival,5766.803,2,2,-157.334,0.503,-104.356,86502.09,0,0,
317,sample,5766.803,2,2,-157.334,0.503,-104.356,86502.09,0,0,
318,matrix_arrival,5828.936,2,1,-31.947,0.503,-203.384,87434.09,0,0,
319,stop_arrival,5828.936,1,1,-31.947,0.503,-203.384,87434.09,0,0,
320,sample,5828.936,1,1,-31.947,0.503,-203.384,87434.09,0,0,
321,matrix_arrival,5895.138,1,5,84.56,0.503,622.278,88427.13,0,0,
322,stop_arrival,5895.138,5,5,84.56,0.503,622.278,88427.13,0,0,
323,sample,5895.138,5,5,84.56,0.503,622.278,88427.13,0,0,
324,matrix_arrival,5950.649,5,1,-31.947,0.503,-203.384,89259.8,0,0,
325,stop_arrival,5950.649,1,1,-31.947,0.503,-203.384,89259.8,0,0,
326,sample,5950.649,1,1,-31.947,0.503,-203.384,89259.8,0,0,
327,matrix_arrival,6028.411,1,6,157.267,0.503,509.377,90426.22,0,0,
328,stop_arrival,6028.411,6,6,157.267,0.503,509.377,90426.22,0,0,
329,sample,6028.411,6,6,157.267,0.503,509.377,90426.22,0,0,
330,matrix_arrival,6072.345,6,1,-31.947,0.503,-203.384,91085.23,0,0,
331,stop_arrival,6072.345,1,1,-31.947,0.503,-203.384,91085.23,0,0,
332,episode_finished,6072.345,1,1,-31.947,0.503,-203.384,91085.23,0,0,
